moveId,name,category,naturalStatus,isolationStatus,forcedStatus,equipped,eligible,affordable,selected,submitted,resolved,successful,valueProducing,decisionEligible,decisionSelected,triggerApplicable,triggerActivated,triggerResolved,triggerValueProducing,naturalEquipped,naturalEligible,naturalSelected,naturalResolved,naturalSuccessful,naturalTriggerApplicable,naturalTriggerTriggered,naturalTriggerResolved,isolationEquipped,isolationEligible,isolationSelected,isolationResolved,isolationSuccessful,isolationTriggerApplicable,isolationTriggerTriggered,isolationTriggerResolved,forcedEquipped,forcedEligible,forcedSelected,forcedResolved,forcedSuccessful,forcedTriggerApplicable,forcedTriggerTriggered,forcedTriggerResolved,errorCount,errors,followUp
isolation:move-aoyosumu-wind-shove,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:c40d7d23"",""moveId"":""move-aoyosumu-wind-shove"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-aoyosumu-zen-explosion,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:a9d93a8e"",""moveId"":""move-aoyosumu-zen-explosion"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-aggressive-beatdown,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":2,""mean"":45},""completedActions"":{""count"":2,""m2"":0.5,""mean"":12.5},""pendingResponses"":{""count"":2,""m2"":0.5,""mean"":16.5},""skippedActions"":3},""attackOutcomes"":{""attempted"":22,""counter"":0,""critical"":0,""stopped"":3,""successful"":19},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":5832,""mean"":54},""b"":{""count"":2,""m2"":2592,""mean"":36}},""errorCount"":0,""eventCounts"":{""action-skipped"":3,""attack-resolved"":22,""attack-rolled"":87,""damage-applied"":19,""defense-requested"":22,""defense-rolled"":70,""fight-started"":2,""initiative-rolled"":4,""ki-changed"":34,""move-used"":33,""phase-changed"":177,""status-applied"":3,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":2,""m2"":5.355371900827,""mean"":8.181818181818},""metricHash"":""fnv1a-32:f3b0fdfe"",""moveId"":""move-freestyle-aggressive-beatdown"",""moveUses"":{""move-freestyle-aggressive-beatdown"":22,""race-class-humans-average-in-the-extreme"":11},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{""1"":5,""2"":7,""3"":1,""4"":4,""5"":5,""6"":5,""7"":5,""8"":8,""9"":6,""10"":5,""11"":4,""12"":8,""13"":5,""14"":3,""15"":7,""16"":6,""17"":7,""18"":6,""19"":2,""20"":6,""21"":13,""22"":7,""23"":4,""24"":1,""25"":6,""26"":2,""27"":4,""28"":5,""29"":5,""30"":5},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":2592,""mean"":184},""ki"":{""count"":2,""m2"":8,""mean"":8}},""b"":{""hp"":{""count"":2,""m2"":5832,""mean"":166},""ki"":{""count"":2,""m2"":8,""mean"":8}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":33},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":3,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{""stun"":3},""statuses"":{""applied"":3,""lockoutEvents"":3,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-all-out-triumphant-beam,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:9ab2245f"",""moveId"":""move-freestyle-all-out-triumphant-beam"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-anger-manipulation,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:00051bc2"",""moveId"":""move-freestyle-anger-manipulation"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-baton-twirl,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":4.5,""mean"":41.5},""completedActions"":{""count"":2,""m2"":0,""mean"":9},""pendingResponses"":{""count"":2,""m2"":4.5,""mean"":11.5},""skippedActions"":0},""attackOutcomes"":{""attempted"":18,""counter"":0,""critical"":0,""stopped"":9,""successful"":9},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":2592,""mean"":36},""b"":{""count"":2,""m2"":4050,""mean"":45}},""errorCount"":0,""eventCounts"":{""attack-resolved"":18,""attack-rolled"":21,""damage-applied"":9,""defense-requested"":18,""defense-rolled"":20,""fight-started"":2,""initiative-rolled"":4,""ki-changed"":34,""move-used"":23,""phase-changed"":180,""status-applied"":1,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":2,""m2"":0.5,""mean"":4.5},""metricHash"":""fnv1a-32:15c88bff"",""moveId"":""move-freestyle-baton-twirl"",""moveUses"":{""move-freestyle-baton-twirl"":18,""race-class-humans-average-in-the-extreme"":5},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{""1"":2,""2"":1,""3"":1,""4"":1,""5"":5,""6"":2,""8"":1,""9"":1,""11"":1,""12"":1,""13"":2,""14"":3,""15"":2,""16"":5,""18"":1,""19"":2,""20"":2,""21"":2,""22"":2,""23"":1,""27"":1,""28"":1,""29"":1},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":4050,""mean"":175},""ki"":{""count"":2,""m2"":12.5,""mean"":7.5}},""b"":{""hp"":{""count"":2,""m2"":2592,""mean"":184},""ki"":{""count"":2,""m2"":12.5,""mean"":7.5}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":23},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{""break"":1},""statuses"":{""applied"":1,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-batter-up-blitz,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":4.5,""mean"":44.5},""completedActions"":{""count"":2,""m2"":0.5,""mean"":7.5},""pendingResponses"":{""count"":2,""m2"":4.5,""mean"":14.5},""skippedActions"":0},""attackOutcomes"":{""attempted"":15,""counter"":0,""critical"":0,""stopped"":0,""successful"":15},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":16200,""mean"":90},""b"":{""count"":2,""m2"":5202,""mean"":51}},""errorCount"":0,""eventCounts"":{""attack-resolved"":15,""attack-rolled"":96,""damage-applied"":15,""defense-requested"":15,""defense-rolled"":103,""fight-started"":2,""initiative-rolled"":4,""ki-changed"":34,""move-used"":29,""phase-changed"":180,""status-applied"":6,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":2,""m2"":3.492346938776,""mean"":6.178571428571},""metricHash"":""fnv1a-32:3bf98e52"",""moveId"":""move-freestyle-batter-up-blitz"",""moveUses"":{""move-freestyle-batter-up-blitz"":15,""race-class-humans-average-in-the-extreme"":14},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{""1"":7,""2"":3,""3"":7,""4"":10,""5"":7,""6"":3,""7"":8,""8"":9,""9"":6,""10"":7,""11"":6,""12"":4,""13"":10,""14"":12,""15"":6,""16"":6,""17"":4,""18"":6,""19"":6,""20"":6,""21"":5,""22"":6,""23"":5,""24"":7,""25"":6,""26"":6,""27"":12,""28"":5,""29"":4,""30"":10},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":5202,""mean"":169},""ki"":{""count"":2,""m2"":32,""mean"":6}},""b"":{""hp"":{""count"":2,""m2"":16200,""mean"":130},""ki"":{""count"":2,""m2"":2,""mean"":9}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":29},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{""break"":6},""statuses"":{""applied"":6,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-bullet-ballet,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:b0d2b95b"",""moveId"":""move-freestyle-bullet-ballet"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-cannons-sparking,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:c774f515"",""moveId"":""move-freestyle-cannons-sparking"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-crossing-iron,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:b6bce237"",""moveId"":""move-freestyle-crossing-iron"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-dragon-rush,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0.5,""mean"":42.5},""completedActions"":{""count"":2,""m2"":0,""mean"":9},""pendingResponses"":{""count"":2,""m2"":0.5,""mean"":12.5},""skippedActions"":0},""attackOutcomes"":{""attempted"":18,""counter"":0,""critical"":0,""stopped"":3,""successful"":15},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":7938,""mean"":63},""b"":{""count"":2,""m2"":10368,""mean"":72}},""errorCount"":0,""eventCounts"":{""attack-resolved"":18,""attack-rolled"":19,""damage-applied"":15,""defense-requested"":18,""defense-rolled"":24,""effect-activated"":5,""fight-started"":2,""initiative-rolled"":4,""ki-changed"":34,""move-used"":25,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":2,""m2"":0.5,""mean"":7.5},""metricHash"":""fnv1a-32:9e0b6b3a"",""moveId"":""move-freestyle-dragon-rush"",""moveUses"":{""move-freestyle-dragon-rush"":18,""race-class-humans-average-in-the-extreme"":7},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{""1"":2,""2"":1,""3"":1,""4"":2,""5"":1,""6"":1,""10"":1,""11"":2,""12"":2,""13"":2,""14"":4,""15"":1,""16"":3,""17"":3,""18"":1,""19"":2,""20"":4,""21"":2,""23"":1,""24"":1,""25"":2,""26"":2,""27"":1,""29"":1},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":10368,""mean"":148},""ki"":{""count"":2,""m2"":12.5,""mean"":7.5}},""b"":{""hp"":{""count"":2,""m2"":7938,""mean"":157},""ki"":{""count"":2,""m2"":12.5,""mean"":7.5}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":25},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
isolation:move-freestyle-effortless,"{""actionEconomy"":{""actorActions"":{""count"":2,""m2"":0,""mean"":30},""completedActions"":{""count"":2,""m2"":0,""mean"":0},""pendingResponses"":{""count"":2,""m2"":0,""mean"":0},""skippedActions"":0},""attackOutcomes"":{""attempted"":0,""counter"":0,""critical"":0,""stopped"":0,""successful"":0},""completedFights"":2,""damage"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""errorCount"":0,""eventCounts"":{""fight-started"":2,""initiative-rolled"":4,""ki-changed"":8,""phase-changed"":180,""turn-started"":62},""fightLength"":{""count"":2,""m2"":0,""mean"":31},""itemUses"":{},""kiEfficiency"":{""count"":0,""m2"":0,""mean"":0},""metricHash"":""fnv1a-32:efd8f5e8"",""moveId"":""move-freestyle-effortless"",""moveUses"":{},""observability"":{""diagnosticFights"":2,""summaryOnlyFights"":0},""orientationCounts"":{""mirrored"":1,""original"":1},""overkill"":{""a"":{""count"":2,""m2"":0,""mean"":0},""b"":{""count"":2,""m2"":0,""mean"":0}},""perDieOutcomes"":{},""policyCounts"":{""simulation-quality"":2},""population"":""isolation"",""remainingResources"":{""a"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}},""b"":{""hp"":{""count"":2,""m2"":0,""mean"":220},""ki"":{""count"":2,""m2"":0,""mean"":10}}},""restrictedUse"":{""limitChanges"":0,""movesRemoved"":0,""moveUses"":0},""schemaVersion"":""simulation-move-metrics:v1"",""sequences"":{""counterChainLimits"":0,""deferredCancelled"":0,""deferredPerformed"":0,""deferredScheduled"":0},""stalls"":{""actionSkips"":0,""maximumTransitions"":0,""maximumTurns"":2,""semanticNoProgress"":0},""statusCounts"":{},""statuses"":{""applied"":0,""lockoutEvents"":0,""removed"":0,""rolled"":0},""transformations"":{""activated"":0,""cooldownsStarted"":0,""deactivated"":0,""rolled"":0},""wins"":{""a"":0,""b"":0,""draw"":2}}"
